id,speed
0,48.246574
1,47.668503
2,38.736786
3,31.851343
4,43.02015
5,27.959673
6,19.955471
7,49.801888
8,48.293064
9,29.649157
10,30.928856
11,22.625076
12,24.328812
13,24.875397
14,24.890999
15,39.83218
16,44.48746
17,48.480362
18,48.17081
19,48.626774
20,46.22987
21,43.641174
22,20.96701
23,28.713589
24,23.582617
25,19.684702
26,20.416054
27,20.508327
28,16.285835
29,12.373132
30,24.884233
31,47.77779
32,49.52767
33,28.04115
34,27.186403
35,21.59941
36,18.959894
37,19.665255
38,45.448895
39,39.852707
40,44.72181
41,48.24662
42,48.871376
43,45.211006
44,19.616566
45,18.089024
46,18.46012
47,9.445394
48,45.389584
49,47.15287
50,48.3156
51,23.287668
52,21.671942
53,19.808186
54,17.916729
55,18.040579
56,16.844908
57,16.571491
58,30.623587
59,35.425446
60,44.66307
61,42.81794
62,42.45668
63,43.081814
64,46.12397
65,48.111286
66,47.71432
67,46.80484
68,43.816975
69,26.73966
70,21.835545
71,19.566656
72,15.46375
73,16.666172
74,13.688221
75,6.3346996
76,41.802113
77,36.16899
78,39.52791
79,47.708675
80,13.569605
81,15.723576
82,20.006258
83,14.91577
84,16.918266
85,13.246097
86,22.295061
87,36.487133
88,46.387577
89,40.759003
90,48.67041
91,47.73456
92,46.880318
93,46.067432
94,24.651514
95,13.272354
96,22.476244
97,12.590637
98,9.691795
99,19.701313
100,40.548927
101,47.503372
102,15.181388
103,18.384485
104,15.121391
105,43.0464
106,34.11566
107,48.621315
108,43.90537
109,15.693373
110,8.589695
111,8.174131
112,20.238699
113,30.425941
114,30.331411
115,49.03237
116,48.411903
117,39.73594
118,26.563524
119,24.187056
120,20.995026
121,15.636154
122,34.815212
123,47.604492
124,47.030766
125,43.422493
126,42.098263
127,36.693314
128,42.505283
129,32.45336
130,48.58452
131,47.401478
132,46.854305
133,28.316595
134,23.713179
135,24.162714
136,39.00163
137,47.47438
138,49.517204
139,47.86385
140,47.142513
141,44.975407
142,27.062798
143,14.855709
144,19.500643
145,17.714901
146,17.841024
147,49.045727
148,49.89467
149,47.368256
150,47.77802
151,15.789619
152,15.853939
153,15.552419
154,8.715655
155,21.329134
156,35.668903
157,43.941875
158,39.85821
159,44.6374
160,48.730465
161,49.914253
162,48.357067
163,47.484325
164,43.927418
165,27.298113
166,14.761141
167,18.627728
168,17.910513
169,18.301577
170,12.835484
171,12.46429
172,45.56434
173,48.38162
174,43.842365
175,25.551916
176,20.70241
177,17.059143
178,17.169462
179,11.503379
180,46.131756
181,48.34805
182,49.09935
183,48.660072
184,40.287502
185,19.93077
186,19.274689
187,38.761147
188,31.67179
189,48.224987
190,41.386345
191,44.131355
192,37.032986
193,36.4979
194,36.564022
195,38.070477
196,38.237816
197,39.44415
198,38.949238
199,48.255894
200,46.65575
201,27.702646
202,24.508547
203,19.004337
204,17.223682
205,19.08387
206,39.160706
207,42.45193
208,48.949203
209,48.9759
210,47.444965
211,47.050564
212,27.326075
213,14.611698
214,24.230227
215,22.480515
216,16.654295
217,23.656435
218,44.922928
219,47.989468
220,46.931465
221,45.08087
222,26.638176
223,17.039734
224,12.8587885
225,24.214407
226,48.074295
227,48.723225
228,17.09304
229,24.804253
230,19.360851
231,19.362303
232,45.302876
233,48.4026
234,46.88301
235,20.932661
236,26.586525
237,22.964901
238,22.350527
239,42.761086
240,31.288809
241,34.273098
242,49.085995
243,49.85509
244,48.48607
245,48.385952
246,28.768324
247,23.347418
248,22.200302
249,21.546349
250,20.552935
251,31.62975
252,42.932823
253,32.089653
254,32.99209
255,46.701336
256,46.764313
257,45.74829
258,43.569843
259,40.838337
260,40.971947
261,37.79881
262,40.291187
263,43.75885
264,32.239258
265,43.426327
266,47.867466
267,44.77059
268,17.879553
269,21.434809
270,17.848028
271,17.960424
272,19.462572
273,14.847601
274,46.69939
275,47.59931
276,48.01407
277,47.567215
278,27.370306
279,14.81819
280,16.0102
281,22.28569
282,19.065178
283,16.402222
284,11.951722
285,11.997487
286,49.022873
287,48.39667
288,11.571394
289,16.15294
290,15.809777
291,10.515769
292,9.569535
293,25.044657
294,46.472687
295,48.901382
296,48.27226
297,34.656853
298,21.631912
299,30.772402
300,22.631018
301,18.379644
302,22.777071
303,41.812504
304,40.986073
305,49.792316
306,48.74785
307,49.148975
308,45.718884
309,31.733868
310,17.956339
311,7.1391897
312,41.683773
313,33.424435
314,37.84789
315,49.137413
316,47.207752
317,39.375713
318,32.696976
319,32.20768
320,45.036892
321,46.55228
322,47.015114
323,46.618237
324,45.210007
325,42.55992
326,43.86097
327,41.32617
328,42.12356
329,38.44802
330,37.958305
331,40.68526
332,42.349056
333,35.202213
334,33.499386
335,44.982616
336,47.366085
337,46.87506
338,14.4950905
339,20.619738
340,21.131502
341,23.24645
342,44.041344
343,43.398075
344,48.26496
345,47.73836
346,47.7688
347,17.693811
348,37.058994
349,48.86571
350,48.104286
351,47.96393
352,31.00117
353,15.880456
354,25.855341
355,18.469004
356,16.676641
357,21.101797
358,35.343273
359,44.269592
360,43.975563
361,49.245064
362,17.582521
363,26.172525
364,19.113737
365,16.817347
366,12.384952
367,21.626947
368,41.845543
369,49.259468
370,48.81561
371,48.052162
372,47.554474
373,18.45088
374,20.078154
375,10.3545685
376,20.022814
377,34.28622
378,37.84744
379,49.46123
380,30.816334
381,17.185884
382,16.53661
383,28.2298
384,48.16427
385,47.8241
386,47.317116
387,46.48301
388,42.361565
389,38.938
390,36.866013
391,33.966
392,49.11943
393,48.750393
394,47.528084
395,17.466812
396,18.17901
397,26.128859
398,23.323431
399,16.056217
400,10.323662
401,33.885853
402,38.300243
403,49.20368
404,47.43052
405,45.722363
406,30.845947
407,19.10756
408,21.036674
409,19.209612
410,17.532972
411,11.13224
412,44.12533
413,39.339287
414,44.276295
415,49.006573
416,48.249386
417,47.83548
418,47.272583
419,31.235138
420,16.045576
421,9.652752
422,45.03091
423,39.762375
424,50.52199
425,50.750454
426,47.49746
427,35.732536
428,30.083364
429,43.008976
430,43.020283
431,47.947178
432,47.127018
433,44.845932
434,27.980331
435,33.259995
436,26.508202
437,24.820715
438,47.66743
439,48.039913
440,48.59751
441,42.12112
442,34.32733
443,34.3425
444,29.958038
445,34.122406
446,30.68638
447,34.495907
448,46.575745
449,45.845127
450,47.237267
451,45.05756
452,44.445312
453,44.474384
454,44.43072
455,42.93042
456,42.948345
457,45.442593
458,48.576675
459,49.030758
460,38.01396
461,27.57151
462,30.433395
463,27.938248
464,34.129253
465,38.39838
466,49.080738
467,50.002922
468,48.67864
469,48.848717
470,23.683527
471,27.735247
472,29.160019
473,25.186405
474,18.41018
475,27.165934
476,47.94787
477,47.484524
478,35.13931
479,28.789436
480,28.231497
481,22.795807
482,25.066986
483,48.601883
484,47.370113
485,46.94655
486,30.869598
487,34.11388
488,28.422611
489,17.969313
490,15.827802
491,38.647602
492,44.897217
493,48.722965
494,48.84978
495,47.604755
496,24.272356
497,31.850214
498,43.221615
499,49.85217
500,49.66937
501,50.15058
502,49.65806
503,49.31506
504,32.553177
505,32.23069
506,28.158903
507,27.795795
508,27.810493
509,46.82844
510,46.852818
511,47.2306
512,46.29392
513,45.44443
514,44.838123
515,42.44179
516,41.87042
517,44.087082
518,47.53132
519,47.13379
520,20.82875
521,25.348026
522,20.964622
523,22.14157
524,16.53443
525,46.317726
526,48.5225
527,48.6765
528,47.487923
529,28.321869
530,19.215815
531,25.519327
532,20.181444
533,19.120474
534,15.714824
535,46.72067
536,27.880753
537,17.691538
538,17.678598
539,19.303015
540,14.7683735
541,13.031562
542,45.53805
543,44.83479
544,47.954483
545,45.64704
546,16.031004
547,21.479704
548,21.55315
549,21.847252
550,17.978811
551,40.3519
552,42.490944
553,48.96843
554,48.108437
555,45.266834
556,28.874498
557,16.764925
558,20.156458
559,21.873957
560,18.78023
561,19.413433
562,19.078472
563,17.7645
564,15.960992
565,12.41845
566,44.807415
567,37.19059
568,39.701187
569,49.357788
570,48.774193
571,34.507233
572,43.9112
573,47.790916
574,47.649754
575,47.95846
576,47.165737
577,43.844185
578,42.124107
579,43.432438
580,44.19368
581,38.17536
582,48.857758
583,48.492207
584,17.384296
585,19.710823
586,26.129408
587,24.979753
588,21.456238
589,20.745396
590,22.761572
591,21.559933
592,46.46523
593,48.607246
594,48.870518
595,47.15481
596,45.683613
597,29.160675
598,24.621687
599,21.349024
600,16.005932
601,47.92252
602,47.54322
603,45.13338
604,14.949981
605,19.340311
606,37.553658
607,40.533882
608,48.125965
609,48.25292
610,47.03489
611,46.055233
612,42.201187
613,14.335895
614,19.827261
615,15.968238
616,15.800666
617,17.0506
618,10.7838125
619,18.678253
620,40.663994
621,50.02837
622,49.35537
623,48.456562
624,45.26231
625,29.028908
626,18.543522
627,17.35877
628,18.322828
629,10.743006
630,21.22632
631,50.037304
632,49.03182
633,48.09785
634,41.94434
635,27.15316
636,25.734331
637,47.88707
638,48.288258
639,47.57367
640,42.551445
641,42.37267
642,43.20401
643,41.00726
644,39.273296
645,39.24535
646,38.529797
647,48.2366
648,48.13171
649,47.566467
650,45.143642
651,16.97019
652,19.318815
653,11.669686
